# x y
1.127030384 -0.047185256
1.126540082 -0.047124122
1.126170497 -0.046796359
1.125947192 -0.046349897
1.125722566 -0.045903137
1.125499312 -0.045456740
1.125276941 -0.045008889
1.125055538 -0.044560526
1.124834664 -0.044111901
1.124615680 -0.043662351
1.124396894 -0.043212704
1.124180517 -0.042761938
1.123964860 -0.042310941
1.123749680 -0.041859606
1.123534760 -0.041408094
1.123320477 -0.040956286
1.123106508 -0.040504326
1.122891687 -0.040052771
1.122677251 -0.039601033
1.122462453 -0.039149467
1.122248132 -0.038697674
1.122032954 -0.038246290
1.121816908 -0.037795320
1.121601281 -0.037344150
1.121384247 -0.036893658
1.121166476 -0.036443522
1.120949337 -0.035993077
1.120731546 -0.035542947
1.120514453 -0.035092480
1.120296416 -0.034642469
1.120077637 -0.034192818
1.119858612 -0.033743287
1.119638990 -0.033294048
1.119417893 -0.032845537
1.119197381 -0.032396719
1.118974723 -0.031949113
1.118751592 -0.031501977
1.118528969 -0.031054381
1.118301778 -0.030608961
1.118071650 -0.030165005
1.117841333 -0.029721163
1.117611401 -0.029277116
1.117380493 -0.028833570
1.117147097 -0.028391332
1.116910720 -0.027950680
1.116673638 -0.027510407
1.116436536 -0.027070145
1.116197742 -0.026630793
1.115955477 -0.026193354
1.115710478 -0.025757434
1.115466091 -0.025321171
1.115220576 -0.024885547
1.114971473 -0.024451958
1.114719323 -0.024020136
1.114465793 -0.023589123
1.114212199 -0.023158148
1.113956715 -0.022728290
1.113697695 -0.022300550
1.113434958 -0.021875089
1.113170949 -0.021450412
1.112907627 -0.021025310
1.112642170 -0.020601538
1.112372431 -0.020180473
1.112098383 -0.019762209
1.111823336 -0.019344595
1.111549649 -0.018926086
1.111272978 -0.018509558
1.110990876 -0.018096671
1.110704740 -0.017686574
1.110417787 -0.017277053
1.110132245 -0.016866540
1.109844015 -0.016457927
1.109550410 -0.016053141
1.109253013 -0.015651130
1.108954013 -0.015250322
1.108655141 -0.014849421
1.108354989 -0.014449462
1.108051137 -0.014052302
1.107741260 -0.013659863
1.107427312 -0.013270640
1.107114523 -0.012880483
1.106801203 -0.012490788
1.106483499 -0.012104679
1.106160903 -0.011722601
1.105835630 -0.011343557
1.105511743 -0.010965484
1.105183576 -0.010588809
1.104850891 -0.010215500
1.104517586 -0.009842718
1.104180331 -0.009473528
1.103841528 -0.009105746
1.103500078 -0.008740426
1.103154361 -0.008379138
1.102807906 -0.008018557
1.102456841 -0.007662468
1.102103720 -0.007308410
1.101747342 -0.006957642
1.101387906 -0.006609998
1.101027367 -0.006263499
1.100662840 -0.005921204
1.100297171 -0.005580134
1.099929486 -0.005241230
1.099557891 -0.004906615
1.099184830 -0.004573642
1.098805579 -0.004247735
1.098425123 -0.003923234
1.098038985 -0.003605516
1.097650310 -0.003290902
1.097258918 -0.002979680
1.096863698 -0.002673343
1.096467897 -0.002367746
1.096067987 -0.002067558
1.095667295 -0.001768400
1.095261763 -0.001475844
1.094854461 -0.001185756
1.094443260 -0.000901230
1.094028952 -0.000621232
1.093611865 -0.000345406
1.093190838 -0.000075625
1.092768121 0.000191487
1.092340659 0.000450962
1.091911565 0.000707710
1.091477666 0.000956262
1.091042023 0.001201725
1.090602032 0.001439336
1.090160159 0.001673416
1.089714662 0.001900530
1.089267976 0.002125272
1.088816594 0.002340448
1.088363286 0.002551513
1.087905818 0.002750742
1.087447479 0.002950093
1.086986145 0.003142920
1.086521245 0.003326972
1.086055366 0.003508695
1.085589692 0.003690880
1.085120945 0.003865016
1.084648856 0.004029856
1.084176147 0.004192973
1.083702885 0.004354396
1.083226482 0.004506342
1.082748402 0.004652945
1.082270372 0.004799695
1.081791740 0.004944474
1.081310767 0.005081267
1.080827662 0.005210291
1.080344857 0.005340468
1.079860351 0.005464009
1.079372492 0.005573784
1.078883417 0.005677959
1.078394212 0.005781520
1.077902835 0.005874257
1.077409216 0.005953860
1.076915545 0.006032452
1.076419795 0.006097610
1.075923005 0.006154618
1.075425333 0.006203270
1.074927283 0.006247801
1.074428709 0.006286218
1.073929796 0.006319703
1.073430555 0.006347745
1.072931108 0.006372236
1.072431275 0.006386398
1.071931252 0.006390625
1.071431208 0.006394192
1.070931170 0.006395999
1.070431206 0.006387533
1.069931498 0.006369111
1.069431806 0.006350592
1.068932418 0.006325335
1.068433312 0.006294590
1.067934620 0.006257945
1.067436267 0.006216775
1.066938793 0.006166208
1.066441675 0.006112144
1.065945704 0.006048535
1.065450275 0.005980717
1.064956328 0.005902941
1.064463189 0.005820091
1.063971711 0.005727967
1.063481413 0.005629707
1.062992813 0.005523383
1.062505822 0.005409833
1.062020836 0.005288118
1.061537967 0.005158176
1.061056335 0.005023763
1.060578274 0.004877121
1.060101080 0.004727699
1.059627847 0.004566176
1.059155509 0.004402032
1.058686681 0.004228176
1.058220361 0.004047625
1.057755964 0.003862226
1.057295809 0.003666530
1.056836207 0.003469520
1.056381068 0.003262437
1.055927127 0.003052705
1.055475799 0.002837431
1.055029386 0.002612144
1.054582971 0.002386859
1.054140589 0.002153731
1.053699952 0.001917315
1.053260689 0.001678427
1.052825059 0.001433165
1.052392433 0.001184333
1.051962253 0.000929357
1.051534232 0.000670809
1.051107269 0.000410517
1.050678929 0.000152500
1.050248650 -0.000102231
1.049811658 -0.000345102
1.049356150 -0.000547946
1.048872191 -0.000670975
1.048375617 -0.000658540
1.047966875 -0.000390627
1.047805900 0.000076595
